feedstock_class,count,average_or_minus_ca,median_or_minus_ca,stddev_or_minus_ca,min_or_minus_ca,max_or_minus_ca,outside_2_stddev_count
corn starch,45,-11.798666666666668,-12.25,2.337378679399018,-15.480000000000004,-3.6400000000000006,3
